"year";"plot";"focal";"neighbour";"magnitude"
2017;9;"BEMA";"PLCO";NA
2018;9;"BEMA";"PLCO";NA
2019;9;"BEMA";"PLCO";NA
2020;9;"BEMA";"PLCO";0,205438205733119
2021;9;"BEMA";"PLCO";NA
2015;1;"CETE";"PLCO";-0,0119699363440507
2016;1;"CETE";"PLCO";NA
2017;1;"CETE";"PLCO";-0,00743447018064365
2018;1;"CETE";"PLCO";NA
2019;1;"CETE";"PLCO";NA
2020;1;"CETE";"PLCO";0,00341424143849963
2021;1;"CETE";"PLCO";-0,0125827613893405
2015;2;"CETE";"PLCO";-0,0119699363440507
2016;2;"CETE";"PLCO";NA
2017;2;"CETE";"PLCO";-0,00743447018064365
2018;2;"CETE";"PLCO";NA
2019;2;"CETE";"PLCO";NA
2020;2;"CETE";"PLCO";0,00341424143849963
2021;2;"CETE";"PLCO";-0,0125827613893405
2015;3;"CETE";"PLCO";-0,0119699363440507
2016;3;"CETE";"PLCO";NA
2017;3;"CETE";"PLCO";-0,00743447018064365
2018;3;"CETE";"PLCO";NA
2019;3;"CETE";"PLCO";NA
2020;3;"CETE";"PLCO";NA
2021;3;"CETE";"PLCO";-0,0125827613893405
2015;4;"CETE";"PLCO";NA
2016;4;"CETE";"PLCO";NA
2017;4;"CETE";"PLCO";NA
2018;4;"CETE";"PLCO";NA
2019;4;"CETE";"PLCO";NA
2020;4;"CETE";"PLCO";NA
2021;4;"CETE";"PLCO";NA
2015;5;"CETE";"PLCO";NA
2016;5;"CETE";"PLCO";-0,00326859790713086
2017;5;"CETE";"PLCO";NA
2018;5;"CETE";"PLCO";NA
2019;5;"CETE";"PLCO";NA
2020;5;"CETE";"PLCO";NA
2021;5;"CETE";"PLCO";NA
2015;6;"CETE";"PLCO";NA
2016;6;"CETE";"PLCO";NA
2017;6;"CETE";"PLCO";NA
2018;6;"CETE";"PLCO";NA
2019;6;"CETE";"PLCO";NA
2020;6;"CETE";"PLCO";0,00341424143849963
2021;6;"CETE";"PLCO";-0,0125827613893405
2015;7;"CETE";"PLCO";NA
2016;7;"CETE";"PLCO";NA
2017;7;"CETE";"PLCO";NA
2018;7;"CETE";"PLCO";NA
2019;7;"CETE";"PLCO";NA
2020;7;"CETE";"PLCO";0,00341424143849963
2021;7;"CETE";"PLCO";-0,0125827613893405
2015;8;"CETE";"PLCO";NA
2016;8;"CETE";"PLCO";NA
2017;8;"CETE";"PLCO";NA
2018;8;"CETE";"PLCO";NA
2019;8;"CETE";"PLCO";-0,000519156170560837
2020;8;"CETE";"PLCO";0,00341424143849963
2021;8;"CETE";"PLCO";-0,0125827613893405
2015;9;"CETE";"PLCO";NA
2016;9;"CETE";"PLCO";NA
2017;9;"CETE";"PLCO";NA
2018;9;"CETE";"PLCO";NA
2019;9;"CETE";"PLCO";NA
2020;9;"CETE";"PLCO";0,00341424143849963
2021;9;"CETE";"PLCO";NA
2015;1;"CHFU";"PLCO";0,0932503578822485
2016;1;"CHFU";"PLCO";NA
2017;1;"CHFU";"PLCO";0,0543482070131639
2018;1;"CHFU";"PLCO";NA
2019;1;"CHFU";"PLCO";NA
2020;1;"CHFU";"PLCO";NA
2021;1;"CHFU";"PLCO";-0,00127227716683507
2015;2;"CHFU";"PLCO";0,0932503578822485
2016;2;"CHFU";"PLCO";NA
2017;2;"CHFU";"PLCO";0,0543482070131639
2018;2;"CHFU";"PLCO";NA
2019;2;"CHFU";"PLCO";NA
2020;2;"CHFU";"PLCO";0,150949970632553
2021;2;"CHFU";"PLCO";-0,00127227716683507
2015;3;"CHFU";"PLCO";0,0932503578822485
2016;3;"CHFU";"PLCO";NA
2017;3;"CHFU";"PLCO";0,0543482070131639
2018;3;"CHFU";"PLCO";NA
2019;3;"CHFU";"PLCO";NA
2020;3;"CHFU";"PLCO";NA
2021;3;"CHFU";"PLCO";-0,00127227716683507
2015;4;"CHFU";"PLCO";0,0932503578822485
2016;4;"CHFU";"PLCO";NA
2017;4;"CHFU";"PLCO";0,0543482070131639
2018;4;"CHFU";"PLCO";NA
2019;4;"CHFU";"PLCO";-0,01718645243461
2020;4;"CHFU";"PLCO";0,150949970632553
2021;4;"CHFU";"PLCO";NA
2015;5;"CHFU";"PLCO";0,0932503578822485
2016;5;"CHFU";"PLCO";NA
2017;5;"CHFU";"PLCO";0,0543482070131639
2018;5;"CHFU";"PLCO";NA
2019;5;"CHFU";"PLCO";-0,01718645243461
2020;5;"CHFU";"PLCO";NA
2021;5;"CHFU";"PLCO";NA
2015;6;"CHFU";"PLCO";0,0932503578822485
2016;6;"CHFU";"PLCO";NA
2017;6;"CHFU";"PLCO";0,0543482070131639
2018;6;"CHFU";"PLCO";NA
2019;6;"CHFU";"PLCO";-0,01718645243461
2020;6;"CHFU";"PLCO";NA
2021;6;"CHFU";"PLCO";NA
2015;7;"CHFU";"PLCO";NA
2016;7;"CHFU";"PLCO";NA
2017;7;"CHFU";"PLCO";NA
2018;7;"CHFU";"PLCO";NA
2019;7;"CHFU";"PLCO";NA
2020;7;"CHFU";"PLCO";0,150949970632553
2021;7;"CHFU";"PLCO";-0,00127227716683507
2015;8;"CHFU";"PLCO";NA
2016;8;"CHFU";"PLCO";NA
2017;8;"CHFU";"PLCO";NA
2018;8;"CHFU";"PLCO";NA
2019;8;"CHFU";"PLCO";NA
2020;8;"CHFU";"PLCO";0,150949970632553
2021;8;"CHFU";"PLCO";-0,00127227716683507
2015;9;"CHFU";"PLCO";NA
2016;9;"CHFU";"PLCO";NA
2017;9;"CHFU";"PLCO";NA
2018;9;"CHFU";"PLCO";NA
2019;9;"CHFU";"PLCO";-0,01718645243461
2020;9;"CHFU";"PLCO";0,150949970632553
2021;9;"CHFU";"PLCO";-0,00127227716683507
2015;1;"CHMI";"PLCO";-0,0186219529972818
2016;1;"CHMI";"PLCO";NA
2017;1;"CHMI";"PLCO";NA
2018;1;"CHMI";"PLCO";NA
2019;1;"CHMI";"PLCO";NA
2020;1;"CHMI";"PLCO";NA
2021;1;"CHMI";"PLCO";NA
2015;2;"CHMI";"PLCO";-0,0186219529972818
2016;2;"CHMI";"PLCO";NA
2017;2;"CHMI";"PLCO";NA
2018;2;"CHMI";"PLCO";NA
2019;2;"CHMI";"PLCO";NA
2020;2;"CHMI";"PLCO";NA
2021;2;"CHMI";"PLCO";NA
2015;3;"CHMI";"PLCO";NA
2016;3;"CHMI";"PLCO";0,0797240087549183
2017;3;"CHMI";"PLCO";0,0387101544773355
2018;3;"CHMI";"PLCO";NA
2019;3;"CHMI";"PLCO";NA
2020;3;"CHMI";"PLCO";-0,213396317364327
2021;3;"CHMI";"PLCO";NA
2015;4;"CHMI";"PLCO";NA
2016;4;"CHMI";"PLCO";NA
2017;4;"CHMI";"PLCO";NA
2018;4;"CHMI";"PLCO";NA
2019;4;"CHMI";"PLCO";NA
2020;4;"CHMI";"PLCO";NA
2021;4;"CHMI";"PLCO";-0,144316864779156
2015;5;"CHMI";"PLCO";NA
2016;5;"CHMI";"PLCO";NA
2017;5;"CHMI";"PLCO";NA
2018;5;"CHMI";"PLCO";NA
2019;5;"CHMI";"PLCO";NA
2020;5;"CHMI";"PLCO";NA
2021;5;"CHMI";"PLCO";NA
2015;6;"CHMI";"PLCO";NA
2016;6;"CHMI";"PLCO";NA
2017;6;"CHMI";"PLCO";NA
2018;6;"CHMI";"PLCO";NA
2019;6;"CHMI";"PLCO";NA
2020;6;"CHMI";"PLCO";NA
2021;6;"CHMI";"PLCO";NA
2015;7;"CHMI";"PLCO";NA
2016;7;"CHMI";"PLCO";NA
2017;7;"CHMI";"PLCO";NA
2018;7;"CHMI";"PLCO";NA
2019;7;"CHMI";"PLCO";NA
2020;7;"CHMI";"PLCO";NA
2021;7;"CHMI";"PLCO";-0,144316864779156
2015;8;"CHMI";"PLCO";NA
2016;8;"CHMI";"PLCO";NA
2017;8;"CHMI";"PLCO";NA
2018;8;"CHMI";"PLCO";NA
2019;8;"CHMI";"PLCO";NA
2020;8;"CHMI";"PLCO";NA
2021;8;"CHMI";"PLCO";NA
2015;9;"CHMI";"PLCO";NA
2016;9;"CHMI";"PLCO";NA
2017;9;"CHMI";"PLCO";NA
2018;9;"CHMI";"PLCO";NA
2019;9;"CHMI";"PLCO";NA
2020;9;"CHMI";"PLCO";NA
2021;9;"CHMI";"PLCO";NA
2015;1;"HOMA";"PLCO";0,12071655139732
2016;1;"HOMA";"PLCO";-0,177044736830393
2017;1;"HOMA";"PLCO";NA
2018;1;"HOMA";"PLCO";NA
2019;1;"HOMA";"PLCO";NA
2020;1;"HOMA";"PLCO";NA
2021;1;"HOMA";"PLCO";0,100915250263676
2015;2;"HOMA";"PLCO";0,12071655139732
2016;2;"HOMA";"PLCO";-0,177044736830393
2017;2;"HOMA";"PLCO";NA
2018;2;"HOMA";"PLCO";NA
2019;2;"HOMA";"PLCO";NA
2020;2;"HOMA";"PLCO";0,0322909990952168
2021;2;"HOMA";"PLCO";NA
2015;3;"HOMA";"PLCO";0,12071655139732
2016;3;"HOMA";"PLCO";-0,177044736830393
2017;3;"HOMA";"PLCO";0,0100368642914961
2018;3;"HOMA";"PLCO";NA
2019;3;"HOMA";"PLCO";NA
2020;3;"HOMA";"PLCO";0,0322909990952168
2021;3;"HOMA";"PLCO";NA
2015;4;"HOMA";"PLCO";NA
2016;4;"HOMA";"PLCO";-0,177044736830393
2017;4;"HOMA";"PLCO";0,0100368642914961
2018;4;"HOMA";"PLCO";NA
2019;4;"HOMA";"PLCO";-0,00458532854417882
2020;4;"HOMA";"PLCO";0,0322909990952168
2021;4;"HOMA";"PLCO";0,100915250263676
2015;5;"HOMA";"PLCO";NA
2016;5;"HOMA";"PLCO";-0,177044736830393
2017;5;"HOMA";"PLCO";0,0100368642914961
2018;5;"HOMA";"PLCO";NA
2019;5;"HOMA";"PLCO";-0,00458532854417882
2020;5;"HOMA";"PLCO";NA
2021;5;"HOMA";"PLCO";NA
2015;6;"HOMA";"PLCO";0,12071655139732
2016;6;"HOMA";"PLCO";-0,177044736830393
2017;6;"HOMA";"PLCO";0,0100368642914961
2018;6;"HOMA";"PLCO";NA
2019;6;"HOMA";"PLCO";-0,00458532854417882
2020;6;"HOMA";"PLCO";NA
2021;6;"HOMA";"PLCO";0,100915250263676
2015;7;"HOMA";"PLCO";NA
2016;7;"HOMA";"PLCO";NA
2017;7;"HOMA";"PLCO";NA
2018;7;"HOMA";"PLCO";NA
2019;7;"HOMA";"PLCO";NA
2020;7;"HOMA";"PLCO";0,0322909990952168
2021;7;"HOMA";"PLCO";0,100915250263676
2015;8;"HOMA";"PLCO";NA
2016;8;"HOMA";"PLCO";NA
2017;8;"HOMA";"PLCO";NA
2018;8;"HOMA";"PLCO";NA
2019;8;"HOMA";"PLCO";NA
2020;8;"HOMA";"PLCO";0,0322909990952168
2021;8;"HOMA";"PLCO";0,100915250263676
2015;9;"HOMA";"PLCO";NA
2016;9;"HOMA";"PLCO";-0,177044736830393
2017;9;"HOMA";"PLCO";NA
2018;9;"HOMA";"PLCO";NA
2019;9;"HOMA";"PLCO";-0,00458532854417882
2020;9;"HOMA";"PLCO";NA
2021;9;"HOMA";"PLCO";0,100915250263676
2015;1;"LEMA";"PLCO";0,0774576403334563
2016;1;"LEMA";"PLCO";-0,00600096367647468
2017;1;"LEMA";"PLCO";0,0343297797071653
2018;1;"LEMA";"PLCO";NA
2019;1;"LEMA";"PLCO";NA
2020;1;"LEMA";"PLCO";NA
2021;1;"LEMA";"PLCO";0,125122053282049
2015;2;"LEMA";"PLCO";0,0774576403334563
2016;2;"LEMA";"PLCO";-0,00600096367647468
2017;2;"LEMA";"PLCO";0,0343297797071653
2018;2;"LEMA";"PLCO";NA
2019;2;"LEMA";"PLCO";0,085948544828847
2020;2;"LEMA";"PLCO";0,187759445531492
2021;2;"LEMA";"PLCO";0,125122053282049
2015;3;"LEMA";"PLCO";0,0774576403334563
2016;3;"LEMA";"PLCO";-0,00600096367647468
2017;3;"LEMA";"PLCO";0,0343297797071653
2018;3;"LEMA";"PLCO";NA
2019;3;"LEMA";"PLCO";NA
2020;3;"LEMA";"PLCO";0,187759445531492
2021;3;"LEMA";"PLCO";NA
2015;4;"LEMA";"PLCO";0,0774576403334563
2016;4;"LEMA";"PLCO";-0,00600096367647468
2017;4;"LEMA";"PLCO";0,0343297797071653
2018;4;"LEMA";"PLCO";NA
2019;4;"LEMA";"PLCO";0,085948544828847
2020;4;"LEMA";"PLCO";0,187759445531492
2021;4;"LEMA";"PLCO";NA
2015;5;"LEMA";"PLCO";0,0774576403334563
2016;5;"LEMA";"PLCO";-0,00600096367647468
2017;5;"LEMA";"PLCO";0,0343297797071653
2018;5;"LEMA";"PLCO";NA
2019;5;"LEMA";"PLCO";NA
2020;5;"LEMA";"PLCO";NA
2021;5;"LEMA";"PLCO";0,125122053282049
2015;6;"LEMA";"PLCO";0,0774576403334563
2016;6;"LEMA";"PLCO";-0,00600096367647468
2017;6;"LEMA";"PLCO";0,0343297797071653
2018;6;"LEMA";"PLCO";NA
2019;6;"LEMA";"PLCO";0,085948544828847
2020;6;"LEMA";"PLCO";NA
2021;6;"LEMA";"PLCO";NA
2015;7;"LEMA";"PLCO";NA
2016;7;"LEMA";"PLCO";-0,00600096367647468
2017;7;"LEMA";"PLCO";NA
2018;7;"LEMA";"PLCO";NA
2019;7;"LEMA";"PLCO";NA
2020;7;"LEMA";"PLCO";0,187759445531492
2021;7;"LEMA";"PLCO";0,125122053282049
2015;8;"LEMA";"PLCO";NA
2016;8;"LEMA";"PLCO";NA
2017;8;"LEMA";"PLCO";NA
2018;8;"LEMA";"PLCO";NA
2019;8;"LEMA";"PLCO";0,085948544828847
2020;8;"LEMA";"PLCO";0,187759445531492
2021;8;"LEMA";"PLCO";0,125122053282049
2015;9;"LEMA";"PLCO";NA
2016;9;"LEMA";"PLCO";NA
2017;9;"LEMA";"PLCO";NA
2018;9;"LEMA";"PLCO";NA
2019;9;"LEMA";"PLCO";0,085948544828847
2020;9;"LEMA";"PLCO";0,187759445531492
2021;9;"LEMA";"PLCO";0,125122053282049
2015;1;"MEEL";"PLCO";0,101365427021415
2016;1;"MEEL";"PLCO";-0,0738772499362836
2017;1;"MEEL";"PLCO";NA
2018;1;"MEEL";"PLCO";NA
2019;1;"MEEL";"PLCO";NA
2020;1;"MEEL";"PLCO";NA
2021;1;"MEEL";"PLCO";NA
2015;2;"MEEL";"PLCO";0,101365427021415
2016;2;"MEEL";"PLCO";NA
2017;2;"MEEL";"PLCO";-0,0256386959071052
2018;2;"MEEL";"PLCO";NA
2019;2;"MEEL";"PLCO";NA
2020;2;"MEEL";"PLCO";NA
2021;2;"MEEL";"PLCO";-0,0604398100820423
2015;3;"MEEL";"PLCO";NA
2016;3;"MEEL";"PLCO";NA
2017;3;"MEEL";"PLCO";NA
2018;3;"MEEL";"PLCO";NA
2019;3;"MEEL";"PLCO";NA
2020;3;"MEEL";"PLCO";NA
2021;3;"MEEL";"PLCO";NA
2015;4;"MEEL";"PLCO";NA
2016;4;"MEEL";"PLCO";-0,0738772499362836
2017;4;"MEEL";"PLCO";NA
2018;4;"MEEL";"PLCO";NA
2019;4;"MEEL";"PLCO";NA
2020;4;"MEEL";"PLCO";NA
2021;4;"MEEL";"PLCO";NA
2015;5;"MEEL";"PLCO";NA
2016;5;"MEEL";"PLCO";NA
2017;5;"MEEL";"PLCO";NA
2018;5;"MEEL";"PLCO";NA
2019;5;"MEEL";"PLCO";NA
2020;5;"MEEL";"PLCO";NA
2021;5;"MEEL";"PLCO";NA
2015;6;"MEEL";"PLCO";0,101365427021415
2016;6;"MEEL";"PLCO";-0,0738772499362836
2017;6;"MEEL";"PLCO";NA
2018;6;"MEEL";"PLCO";NA
2019;6;"MEEL";"PLCO";NA
2020;6;"MEEL";"PLCO";NA
2021;6;"MEEL";"PLCO";NA
2015;7;"MEEL";"PLCO";NA
2016;7;"MEEL";"PLCO";NA
2017;7;"MEEL";"PLCO";NA
2018;7;"MEEL";"PLCO";NA
2019;7;"MEEL";"PLCO";NA
2020;7;"MEEL";"PLCO";NA
2021;7;"MEEL";"PLCO";NA
2015;8;"MEEL";"PLCO";NA
2016;8;"MEEL";"PLCO";NA
2017;8;"MEEL";"PLCO";NA
2018;8;"MEEL";"PLCO";NA
2019;8;"MEEL";"PLCO";NA
2020;8;"MEEL";"PLCO";NA
2021;8;"MEEL";"PLCO";NA
2015;9;"MEEL";"PLCO";NA
2016;9;"MEEL";"PLCO";NA
2017;9;"MEEL";"PLCO";NA
2018;9;"MEEL";"PLCO";NA
2019;9;"MEEL";"PLCO";NA
2020;9;"MEEL";"PLCO";NA
2021;9;"MEEL";"PLCO";NA
2015;1;"MESU";"PLCO";0,0291134251450111
2016;1;"MESU";"PLCO";-0,00579634261560918
2017;1;"MESU";"PLCO";NA
2018;1;"MESU";"PLCO";NA
2019;1;"MESU";"PLCO";NA
2020;1;"MESU";"PLCO";NA
2021;1;"MESU";"PLCO";-0,00180053594936127
2015;2;"MESU";"PLCO";0,0291134251450111
2016;2;"MESU";"PLCO";-0,00579634261560918
2017;2;"MESU";"PLCO";-0,00609322570438519
2018;2;"MESU";"PLCO";NA
2019;2;"MESU";"PLCO";NA
2020;2;"MESU";"PLCO";NA
2021;2;"MESU";"PLCO";NA
2015;3;"MESU";"PLCO";0,0291134251450111
2016;3;"MESU";"PLCO";-0,00579634261560918
2017;3;"MESU";"PLCO";-0,00609322570438519
2018;3;"MESU";"PLCO";NA
2019;3;"MESU";"PLCO";NA
2020;3;"MESU";"PLCO";NA
2021;3;"MESU";"PLCO";NA
2015;4;"MESU";"PLCO";NA
2016;4;"MESU";"PLCO";-0,00579634261560918
2017;4;"MESU";"PLCO";NA
2018;4;"MESU";"PLCO";NA
2019;4;"MESU";"PLCO";NA
2020;4;"MESU";"PLCO";NA
2021;4;"MESU";"PLCO";NA
2015;5;"MESU";"PLCO";NA
2016;5;"MESU";"PLCO";NA
2017;5;"MESU";"PLCO";NA
2018;5;"MESU";"PLCO";NA
2019;5;"MESU";"PLCO";NA
2020;5;"MESU";"PLCO";NA
2021;5;"MESU";"PLCO";NA
2015;6;"MESU";"PLCO";0,0291134251450111
2016;6;"MESU";"PLCO";-0,00579634261560918
2017;6;"MESU";"PLCO";NA
2018;6;"MESU";"PLCO";NA
2019;6;"MESU";"PLCO";NA
2020;6;"MESU";"PLCO";NA
2021;6;"MESU";"PLCO";NA
2015;7;"MESU";"PLCO";NA
2016;7;"MESU";"PLCO";NA
2017;7;"MESU";"PLCO";NA
2018;7;"MESU";"PLCO";NA
2019;7;"MESU";"PLCO";NA
2020;7;"MESU";"PLCO";0,00698554317752151
2021;7;"MESU";"PLCO";-0,00180053594936127
2015;8;"MESU";"PLCO";NA
2016;8;"MESU";"PLCO";NA
2017;8;"MESU";"PLCO";NA
2018;8;"MESU";"PLCO";NA
2019;8;"MESU";"PLCO";-0,0022866465057275
2020;8;"MESU";"PLCO";0,00698554317752151
2021;8;"MESU";"PLCO";-0,00180053594936127
2015;9;"MESU";"PLCO";NA
2016;9;"MESU";"PLCO";-0,00579634261560918
2017;9;"MESU";"PLCO";NA
2018;9;"MESU";"PLCO";NA
2019;9;"MESU";"PLCO";NA
2020;9;"MESU";"PLCO";NA
2021;9;"MESU";"PLCO";NA
2015;1;"PAIN";"PLCO";0,0293791642865944
2016;1;"PAIN";"PLCO";NA
2017;1;"PAIN";"PLCO";NA
2018;1;"PAIN";"PLCO";NA
2019;1;"PAIN";"PLCO";NA
2020;1;"PAIN";"PLCO";NA
2021;1;"PAIN";"PLCO";0,00807386338505074
2015;2;"PAIN";"PLCO";0,0293791642865944
2016;2;"PAIN";"PLCO";-0,00908517516534828
2017;2;"PAIN";"PLCO";NA
2018;2;"PAIN";"PLCO";NA
2019;2;"PAIN";"PLCO";NA
2020;2;"PAIN";"PLCO";NA
2021;2;"PAIN";"PLCO";NA
2015;3;"PAIN";"PLCO";0,0293791642865944
2016;3;"PAIN";"PLCO";-0,00908517516534828
2017;3;"PAIN";"PLCO";0,00162550284444361
2018;3;"PAIN";"PLCO";NA
2019;3;"PAIN";"PLCO";NA
2020;3;"PAIN";"PLCO";NA
2021;3;"PAIN";"PLCO";NA
2015;4;"PAIN";"PLCO";0,0293791642865944
2016;4;"PAIN";"PLCO";-0,00908517516534828
2017;4;"PAIN";"PLCO";0,00162550284444361
2018;4;"PAIN";"PLCO";NA
2019;4;"PAIN";"PLCO";NA
2020;4;"PAIN";"PLCO";NA
2021;4;"PAIN";"PLCO";0,00807386338505074
2015;5;"PAIN";"PLCO";0,0293791642865944
2016;5;"PAIN";"PLCO";-0,00908517516534828
2017;5;"PAIN";"PLCO";0,00162550284444361
2018;5;"PAIN";"PLCO";NA
2019;5;"PAIN";"PLCO";NA
2020;5;"PAIN";"PLCO";NA
2021;5;"PAIN";"PLCO";NA
2015;6;"PAIN";"PLCO";0,0293791642865944
2016;6;"PAIN";"PLCO";-0,00908517516534828
2017;6;"PAIN";"PLCO";0,00162550284444361
2018;6;"PAIN";"PLCO";NA
2019;6;"PAIN";"PLCO";NA
2020;6;"PAIN";"PLCO";NA
2021;6;"PAIN";"PLCO";NA
2015;7;"PAIN";"PLCO";NA
2016;7;"PAIN";"PLCO";NA
2017;7;"PAIN";"PLCO";NA
2018;7;"PAIN";"PLCO";NA
2019;7;"PAIN";"PLCO";NA
2020;7;"PAIN";"PLCO";-0,00496531627618904
2021;7;"PAIN";"PLCO";0,00807386338505074
2015;8;"PAIN";"PLCO";NA
2016;8;"PAIN";"PLCO";NA
2017;8;"PAIN";"PLCO";NA
2018;8;"PAIN";"PLCO";NA
2019;8;"PAIN";"PLCO";NA
2020;8;"PAIN";"PLCO";-0,00496531627618904
2021;8;"PAIN";"PLCO";0,00807386338505074
2015;9;"PAIN";"PLCO";NA
2016;9;"PAIN";"PLCO";-0,00908517516534828
2017;9;"PAIN";"PLCO";NA
2018;9;"PAIN";"PLCO";NA
2019;9;"PAIN";"PLCO";NA
2020;9;"PAIN";"PLCO";-0,00496531627618904
2021;9;"PAIN";"PLCO";0,00807386338505074
2015;1;"PLCO";"PLCO";0,0556264716170265
2016;1;"PLCO";"PLCO";0,0141692265939156
2017;1;"PLCO";"PLCO";NA
2018;1;"PLCO";"PLCO";NA
2019;1;"PLCO";"PLCO";NA
2020;1;"PLCO";"PLCO";NA
2021;1;"PLCO";"PLCO";0,00697993117602707
2015;2;"PLCO";"PLCO";0,0556264716170265
2016;2;"PLCO";"PLCO";0,0141692265939156
2017;2;"PLCO";"PLCO";NA
2018;2;"PLCO";"PLCO";NA
2019;2;"PLCO";"PLCO";NA
2020;2;"PLCO";"PLCO";-0,0211505457605383
2021;2;"PLCO";"PLCO";NA
2015;3;"PLCO";"PLCO";0,0556264716170265
2016;3;"PLCO";"PLCO";0,0141692265939156
2017;3;"PLCO";"PLCO";-0,0197655437827622
2018;3;"PLCO";"PLCO";NA
2019;3;"PLCO";"PLCO";NA
2020;3;"PLCO";"PLCO";NA
2021;3;"PLCO";"PLCO";NA
2015;4;"PLCO";"PLCO";0,0556264716170265
2016;4;"PLCO";"PLCO";0,0141692265939156
2017;4;"PLCO";"PLCO";-0,0197655437827622
2018;4;"PLCO";"PLCO";NA
2019;4;"PLCO";"PLCO";NA
2020;4;"PLCO";"PLCO";NA
2021;4;"PLCO";"PLCO";NA
2015;5;"PLCO";"PLCO";0,0556264716170265
2016;5;"PLCO";"PLCO";0,0141692265939156
2017;5;"PLCO";"PLCO";-0,0197655437827622
2018;5;"PLCO";"PLCO";NA
2019;5;"PLCO";"PLCO";NA
2020;5;"PLCO";"PLCO";NA
2021;5;"PLCO";"PLCO";NA
2015;6;"PLCO";"PLCO";0,0556264716170265
2016;6;"PLCO";"PLCO";0,0141692265939156
2017;6;"PLCO";"PLCO";-0,0197655437827622
2018;6;"PLCO";"PLCO";NA
2019;6;"PLCO";"PLCO";-0,000121492563228869
2020;6;"PLCO";"PLCO";NA
2021;6;"PLCO";"PLCO";0,00697993117602707
2015;7;"PLCO";"PLCO";NA
2016;7;"PLCO";"PLCO";NA
2017;7;"PLCO";"PLCO";NA
2018;7;"PLCO";"PLCO";NA
2019;7;"PLCO";"PLCO";NA
2020;7;"PLCO";"PLCO";-0,0211505457605383
2021;7;"PLCO";"PLCO";0,00697993117602707
2015;8;"PLCO";"PLCO";NA
2016;8;"PLCO";"PLCO";0,0141692265939156
2017;8;"PLCO";"PLCO";NA
2018;8;"PLCO";"PLCO";NA
2019;8;"PLCO";"PLCO";-0,000121492563228869
2020;8;"PLCO";"PLCO";-0,0211505457605383
2021;8;"PLCO";"PLCO";0,00697993117602707
2015;9;"PLCO";"PLCO";NA
2016;9;"PLCO";"PLCO";0,0141692265939156
2017;9;"PLCO";"PLCO";NA
2018;9;"PLCO";"PLCO";NA
2019;9;"PLCO";"PLCO";NA
2020;9;"PLCO";"PLCO";-0,0211505457605383
2021;9;"PLCO";"PLCO";0,00697993117602707
2015;1;"POMA";"PLCO";0,212277781960004
2016;1;"POMA";"PLCO";NA
2017;1;"POMA";"PLCO";NA
2018;1;"POMA";"PLCO";NA
2019;1;"POMA";"PLCO";NA
2020;1;"POMA";"PLCO";NA
2021;1;"POMA";"PLCO";NA
2015;2;"POMA";"PLCO";0,212277781960004
2016;2;"POMA";"PLCO";NA
2017;2;"POMA";"PLCO";NA
2018;2;"POMA";"PLCO";NA
2019;2;"POMA";"PLCO";NA
2020;2;"POMA";"PLCO";NA
2021;2;"POMA";"PLCO";NA
2015;3;"POMA";"PLCO";0,212277781960004
2016;3;"POMA";"PLCO";NA
2017;3;"POMA";"PLCO";-0,00666512492797133
2018;3;"POMA";"PLCO";NA
2019;3;"POMA";"PLCO";NA
2020;3;"POMA";"PLCO";NA
2021;3;"POMA";"PLCO";NA
2015;4;"POMA";"PLCO";NA
2016;4;"POMA";"PLCO";NA
2017;4;"POMA";"PLCO";-0,00666512492797133
2018;4;"POMA";"PLCO";NA
2019;4;"POMA";"PLCO";-0,00115016939900391
2020;4;"POMA";"PLCO";NA
2021;4;"POMA";"PLCO";NA
2015;5;"POMA";"PLCO";NA
2016;5;"POMA";"PLCO";NA
2017;5;"POMA";"PLCO";NA
2018;5;"POMA";"PLCO";NA
2019;5;"POMA";"PLCO";NA
2020;5;"POMA";"PLCO";NA
2021;5;"POMA";"PLCO";NA
2015;6;"POMA";"PLCO";0,212277781960004
2016;6;"POMA";"PLCO";NA
2017;6;"POMA";"PLCO";-0,00666512492797133
2018;6;"POMA";"PLCO";NA
2019;6;"POMA";"PLCO";-0,00115016939900391
2020;6;"POMA";"PLCO";NA
2021;6;"POMA";"PLCO";NA
2015;7;"POMA";"PLCO";NA
2016;7;"POMA";"PLCO";NA
2017;7;"POMA";"PLCO";NA
2018;7;"POMA";"PLCO";NA
2019;7;"POMA";"PLCO";NA
2020;7;"POMA";"PLCO";NA
2021;7;"POMA";"PLCO";0,0328510987879333
2015;8;"POMA";"PLCO";NA
2016;8;"POMA";"PLCO";NA
2017;8;"POMA";"PLCO";NA
2018;8;"POMA";"PLCO";NA
2019;8;"POMA";"PLCO";-0,00115016939900391
2020;8;"POMA";"PLCO";-0,00288097230752514
2021;8;"POMA";"PLCO";0,0328510987879333
2015;9;"POMA";"PLCO";NA
2016;9;"POMA";"PLCO";-0,000979110597077887
2017;9;"POMA";"PLCO";NA
2018;9;"POMA";"PLCO";NA
2019;9;"POMA";"PLCO";-0,00115016939900391
2020;9;"POMA";"PLCO";NA
2021;9;"POMA";"PLCO";0,0328510987879333
2015;1;"POMO";"PLCO";0,15807907114798
2016;1;"POMO";"PLCO";NA
2017;1;"POMO";"PLCO";NA
2018;1;"POMO";"PLCO";NA
2019;1;"POMO";"PLCO";NA
2020;1;"POMO";"PLCO";NA
